Origin Countries,State Code,AFG,ALB,DZA,ASM,AND,AGO,AIA,ATG,ARG,ARM,ABW,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BOL,BIH,BWA,BRA,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CYM,CAF,TCD,CHL,CHN,COL,COM,COD,COG,COK,CRI,CIV,HRV,CUB,CYP,CZE,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FRO,FLK,FJI,FIN,FRA,GUF,PYF,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRL,GRD,GLP,GUM,GTM,GIN,GNB,GUY,HTI,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,PRK,KOR,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MKD,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MTQ,MRT,MUS,MYT,MEX,FSM,MDA,MCO,MNG,MSR,MAR,MOZ,MMR,NAM,NRU,NPL,NLD,ANT,NCL,NZL,NIC,NER,NGA,NIU,NFK,MNP,NOR,OMN,PAK,PLW,PAN,PNG,PRY,PER,PHL,POL,PRT,PRI,QAT,ROM,RUS,RWA,SHN,SPM,WSM,SMR,STP,SAU,SEN,SRB,SCG,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TWN,TJK,TZA,THA,TLS,TGO,TKL,TON,TTO,TUN,TUR,TKM,TCA,TUV,UGA,UKR,ARE,GBR,USA,URY,UZB,VUT,VEN,VNM,VIR,VGB,WLF,YEM,ZMB,ZWE
Malawi,MWI,2,0,0,0,0,139,0,0,0,0,0,243,0,0,0,0,8,0,0,12,0,29,0,0,0,0,43,2,0,0,0,7,0,3,278,1,0,0,22,0,0,0,1,5,0,0,0,78,0,0,6,0,20,63,0,0,0,2,0,0,42,0,1,0,0,0,1,6,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,260,0,0,0,3,6,0,1,0,0,41,0,0,0,0,0,0,0,0,78,0,0,0,0,3,0,0,0,0,1,0,1,0,0,2,0,97,7,0,0,0,4,0,0,0,5405,0,298,0,6,0,0,0,78,0,0,2873,0,0,0,3,0,44,0,0,5,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,4,0,0,0,0,72,38547,0,0,2139,0,281,14,1,0,0,0,8678,0,0,2,0,0,0,0,0,0,0,0,172,0,0,9630,757,0,0,0,1,0,0,0,0,0,28239,163962
Malaysia,MYS,161,0,8,6,0,1,0,0,10,0,1,30470,41,0,5,13,156,0,0,260,0,0,3,4,0,2,0,0,35713,0,0,0,10,0,5673,0,0,0,0,0,514,4,0,40,0,2,4,0,0,5,1,0,257,0,0,24,0,1198,0,0,0,0,1,13,0,89,18,488,0,5,0,0,0,91,0,0,9,0,0,1,9,0,0,0,0,0,0,11156,4,3,26325,2863,0,2,57,53,12,752,0,0,3,2,137,31,1,0,16,0,0,1,0,346,0,0,19,454,4,2,2,0,6,0,0,0,0,0,0,0,8,6,0,26,1,0,7,3,1556,3,51,28,767,5,10,3443,0,2,15,0,0,2,101,0,2511,1,0,236,0,1,8161,3,35,2,1,0,0,3,1,0,3,0,0,7,0,0,21,1,2,213364,0,0,10,0,83,0,396,0,0,0,790,21,5,0,0,0,1407,84,2,0,26,4,37,2,0,0,0,0,0,8,46512,11824,0,0,28,9,270,0,0,0,27,84,50
Maldives,MDV,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,0,0,0,0,0,0,0,0,1,2,1
Mali,MLI,5,0,0,0,5,0,0,0,0,0,0,8,107,0,0,0,23,0,0,247,0,3437,0,0,0,0,0,11,0,0,35472,198,0,333,162,1078,0,411,10,0,0,0,0,3729,2501,0,0,364393,0,0,10,0,7,28,0,7,0,100,0,6,73,0,1023,0,0,0,3,23162,0,0,9222,5325,0,439,1652,0,80,0,0,2,0,0,6459,23,0,0,0,0,21,0,754,0,0,0,10,2329,0,1,0,0,18,0,0,0,0,0,0,0,0,0,1377,4,0,0,7,0,1,53,16,3,0,0,0,0,1,4143,0,3,0,0,0,9,0,0,0,0,0,0,0,17,0,0,0,0,2,29667,138977,0,0,0,24,0,127,0,0,0,0,1,0,8,5,0,0,0,0,6,0,0,0,0,0,0,9333,0,7,0,1878,2,0,0,0,126,23,0,5,928,0,0,42,407,0,0,0,19,0,0,2589,0,0,0,3,0,0,0,0,31,0,0,795,379,0,0,0,7,0,0,0,0,0,50,65
Malta,MLT,0,0,2,6,0,2,0,0,9,0,0,54967,0,0,6,0,2,0,0,66,0,0,1,0,0,4,0,0,0,1,1,1,0,5,1399,0,2,0,0,0,0,1,0,3,0,2,0,1,0,0,0,0,51,0,0,20,0,57,0,0,0,0,0,6,0,15,23,2,0,24,0,0,0,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,6,2,10,0,0,0,20,18,4,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,13,0,7,0,1,2,0,0,0,0,0,0,0,0,2,39,0,19,0,0,0,1,0,2,1,1,64,0,12,382,0,0,4,0,0,2,29,0,8,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,3,0,0,0,2,0,41,0,2,2,0,0,0,0,387,72,0,1,0,0,536,7,0,0,0,2,0,0,0,0,15,1,0,0,0,0,1,1,0,0,34828,11523,0,0,5,0,0,0,0,0,0,12,13
Marshall Islands,MHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,149,0,0,1,40,0,0,0,0,4,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1773,0,0,1,0,0,0,0,0,0,0,0
Martinique,MTQ,0,0,0,0,0,0,3,3,2,0,12,2,0,0,6,0,0,5,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,12,20,0,0,0,6,27,0,21,0,0,0,0,2,0,0,32,0,0,9,1,9,265,19,0,0,0,0,0,0,0,0,2,185,94001,2450,101,0,0,0,0,0,0,0,0,2,2212,0,0,0,0,28,24,0,0,0,2,0,0,0,0,39,0,49,0,0,0,121,0,0,0,0,0,0,0,0,0,7,0,0,0,26,0,8,0,3,0,0,0,0,0,0,0,0,28,0,0,0,36,0,0,0,0,0,0,0,0,0,28,34,56,0,0,0,0,0,0,3,0,0,0,29,0,15,2,0,0,4,153,0,0,0,0,0,7,0,0,0,0,0,0,54,0,0,0,0,0,0,0,2,1025,0,17,0,0,85,0,0,0,0,32,0,0,0,0,0,24,0,0,0,5,0,2,0,0,11903,1148,23,0,0,0,0,15,2,2,12,6,0
Mauritania,MRT,0,0,2,0,1,0,0,0,0,0,0,5,25,0,0,0,1,0,0,111,0,138,0,0,0,0,0,2,0,1,185,0,0,149,112,46,0,12,0,0,0,0,0,680,516,0,0,5005,0,0,2,0,11,2,0,0,0,433,0,1,17,0,187,0,0,0,0,4853,0,0,117,2266,0,104,26,0,19,0,0,3,0,0,391,88,0,0,0,0,4,0,45,2,0,0,2,553,0,0,21,0,1,0,0,0,9,0,0,0,0,0,0,8,0,0,2,0,0,10,1,0,0,19311,0,0,2,0,0,0,0,0,0,2,0,0,1,0,2,0,0,1,0,0,0,0,6,201,18363,0,0,0,3,0,8,0,0,0,0,0,6,0,1,0,2,0,0,1,0,0,0,0,0,5,12388,0,2,109,137,0,0,0,0,30,2,0,0,58,0,0,11,97,1,0,0,1,11,0,127,0,0,0,8,0,0,0,0,18,0,7,207,615,0,0,0,1,0,0,0,0,0,27,6
Mauritius,MUS,11,0,0,1,2,8,0,0,0,0,0,10102,54,0,1,0,23,0,0,569,0,2,0,0,0,1,0,1,0,0,0,0,0,0,914,0,0,0,0,0,0,2,0,31,0,0,0,5,0,2,5,0,63,0,0,5,0,0,0,0,1,0,8,0,0,2,6,16691,3,243,0,0,0,218,2,0,39,0,0,13,0,0,0,0,0,0,0,0,11,0,1807,0,0,0,14,1176,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,0,2,260,2054,0,0,0,0,0,11,0,0,0,0,8,0,16,0,0,0,4,0,7,12,16,0,0,514,119,0,0,179,0,0,0,102,0,124,0,0,58,0,0,0,3,9,0,0,0,0,0,0,0,2,0,0,0,0,0,13,0,3,0,0,0,0,2,4167,0,2,9,0,13,60,204,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,21561,937,0,0,0,0,0,0,0,1,0,442,3947
Mayotte,MYT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,MEX,0,0,0,0,1,0,0,4,7,0,10,101,280,0,20,3,7,1,0,238,2974,0,415,0,5168,1,0,848,21,5,0,0,2,108,126413,0,1,0,26,98,4,1157,6,9,0,0,781,0,35,659,9,1,127,6,2,1020,70,24,1190,0,2,0,0,0,0,2,41,2921,2,0,0,0,0,205,0,0,28,53,0,4,0,3050,0,0,100,6,322,0,163,0,23,4,0,0,23,297,13,69,3,0,1050,0,1,34,1,0,0,0,0,2,0,20,2,0,6,0,3,0,0,371,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,1,4,2,0,5,0,28,2,0,662,2,41,0,0,0,115,2,37,0,1019,0,2479,665,10,37,3,478,1,0,0,0,0,2,0,0,0,2,0,0,12,1,0,229,0,10,0,3,81,9881,0,135,21,0,126,1159,1,0,0,150,20,0,3,0,0,62,1,3,0,0,0,13,0,10,0,2408502,83,0,0,2472,2,27,0,0,5,25,0
Micronesia,FSM,0,0,0,8,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,0,0,0,0,0,0,0,73,0,0,6,0,0,1,1744,0,0,0,0,0,0,0,0,0,0,33,0,0,0,11,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,3,12,0,0,0,0,0,485,3,0,2,191,0,9,0,0,95,0,0,4,0,0,0,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,7343,0,0,0,0,186,0,0,0,14,0,0,0,0,0,3,0,0,2,0,23,0,0,20,0,0,0,0,0,2,0,0
Moldova,MDA,0,6,2,0,0,0,0,0,17,0,0,481,42,0,0,2,0,0,0,47,0,0,2,0,0,1,0,12,0,526,1,0,0,0,2122,0,0,1,0,3,0,2,0,6,4,0,0,2,138,0,50,341,29,0,0,3,0,14,0,0,0,0,0,0,0,0,14,240,0,0,0,0,0,1791,0,0,114,0,0,0,0,0,14,0,0,0,0,0,3462,0,16,0,1,19,57,201,0,0,19,23362,0,0,0,7,0,0,0,0,31,0,0,25,0,1642,4,0,2,0,0,0,0,8,2,0,0,0,0,0,5,0,0,5,0,0,0,4,0,0,0,0,18,0,0,20,0,4,22,0,0,0,3,0,3,0,0,0,0,1,0,2480,0,0,454,83737,130384,0,0,0,0,6,0,10,0,0,11,0,1,0,135,17,0,0,61,20,0,0,0,0,22,77,7,0,0,0,0,0,5,0,0,0,0,542,0,0,0,0,169151,14,310,9121,3,0,0,0,0,0,0,0,71,3,3
Monaco,MCO,0,0,3,0,0,1,0,0,6,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,50,0,0,0,0,0,0,0,0,3,13683,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,307,8,0,0,0,0,60,5,0,0,0,0,57,0,0,0,0,0,1,0,0,0,0,0,0,0,143,1077,0,0,0,0,0,0,0,0,0,12,0
Mongolia,MNG,0,2,0,0,0,0,0,0,0,0,0,8,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,18,0,0,0,0,34,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,22,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1698,0,0,0,0,1,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,10,129,0,0,0,0,0,0,0,0,19,0,0
Montserrat,MSR,0,0,0,0,0,0,8,617,0,0,16,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,5,0,0,0,0,0,0,0,0,0,2,0,0,28,0,0,0,0,90,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,6,0,0,0,0,1,1200,0,0,0,0,0,710,93,0,0,0,0
Morocco,MAR,11,0,67208,0,124,0,0,3,0,0,2,885,798,0,6,16,55,0,0,108759,0,19,3,0,12,28,0,675,0,20,331,2,0,173,6145,0,0,0,6,12,0,51,0,28,0,0,18,52,0,39,86,1,1830,24,0,22,17,638,6,0,45,0,8,0,0,0,122,540819,202,390,0,0,0,54042,64,2372,2078,0,0,393,0,4,0,0,0,1,0,0,153,12,1777,4,10,403,379,8767,2,8,133,0,11,0,0,2,109,0,0,0,759,0,0,1870,1,0,251,0,49,0,46,11,0,26,0,0,272,327,0,3,0,0,0,348,0,0,0,0,4,0,1,40,42489,10,429,41,5,0,1916,0,0,0,1155,67,299,0,0,5,0,74,12,51,431,7,11220,0,0,0,0,0,0,0,0,5404,3200,0,270,0,38,7,0,0,0,78,66,72226,7,9689,0,0,1579,11409,123,0,0,12,23,0,1,0,0,11,2916,5211,0,0,0,20,0,876,5958,16363,20,0,0,1678,0,0,0,0,6938,69,190
Mozambique,MOZ,2,0,0,0,0,372,0,0,0,0,0,204,15,0,0,0,12,0,0,11,0,16,0,0,5,3,47,1607,0,0,2,58,0,25,394,0,0,3,180,11,0,9,8,143,0,0,1,44,0,0,6,0,45,513,0,7,6,31,0,0,387,0,39,0,0,0,15,64,21,0,1,0,0,63,14,1,11,0,0,1,0,0,0,0,0,0,0,0,11,1,344,0,0,0,35,319,0,0,0,0,329,0,0,0,0,0,0,0,0,138,0,0,0,0,31,0,6,2,114444,4,0,6,0,0,1,0,172,60,0,0,0,43,0,0,0,0,0,530,0,8,0,0,0,21,2,0,1622,0,0,0,6,0,64,0,0,1,0,40,0,4,53728,0,0,0,0,0,0,0,0,0,294,0,1,0,33,63,23,2,0,0,0,662,74784,0,1,17263,0,3527,155,57,0,0,0,82253,0,0,0,0,0,0,0,0,0,0,0,389,0,0,2925,732,7,0,0,215,0,0,0,0,0,5924,109558
Myanmar,MMR,908,0,0,0,0,0,0,0,4,0,0,7034,6,0,0,0,620,0,0,3,0,0,2,13,0,0,0,0,58,0,0,2,3,0,981,0,0,0,2,0,170,1,0,61,0,0,5,1,0,0,1,0,41,0,0,3,0,0,0,0,0,0,2,0,0,13,4,122,0,0,0,0,0,12,1,0,1,0,0,0,1,0,0,0,0,0,0,3856,7,0,150508,3437,0,35,14,8,0,207,0,0,122,0,45,0,0,0,391,0,0,0,0,0,0,0,5,20,0,3,0,1044,34,0,0,0,0,0,0,0,3,0,0,7,0,0,0,1,0,1,8,110,0,0,1,385,0,3,26,0,0,0,14,0,9968,0,0,17,0,0,9797,4,9,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,2,202,0,0,0,1,227,0,196,13,0,0,198,3,0,0,0,14,30234,0,3,0,4,0,0,2,0,0,0,3,0,0,12090,13120,0,0,4,3,64,0,0,0,18,52,30
Namibia,NAM,0,0,0,0,0,126,0,0,0,0,0,193,0,0,0,0,3,0,0,0,0,0,0,0,0,0,92,2,0,0,0,0,0,0,129,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,27,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,95,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,8450,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,15,0,0,0,2,0,0,0,20,0,0,35,0,0,0,6,0,16,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,53286,0,0,49,0,114,3,2,0,0,0,411,0,0,0,0,0,0,3,0,0,0,0,2,0,0,432,228,0,0,0,1,0,0,0,0,0,1758,257
Nauru,NRU,0,0,0,0,0,0,0,0,0,0,0,425,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,25,0,0,0,0,7,0,0,3,2,0,0,0,0,0,5,1
Nepal,NPL,3375,0,0,0,0,0,0,2,1,0,3,185,9,0,0,141,3335,0,0,6,0,0,0,268,0,0,0,0,2277,0,0,6,3,4,300,0,0,0,8,0,20,0,0,0,0,0,0,7,0,23,1,0,15,2,0,2,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,17,17,0,2,0,0,4,0,0,3,0,0,0,0,7,10,0,560061,331,8,0,0,12,0,585,2,0,495,0,5,0,14,0,2,0,1,0,1,0,0,0,0,7,0,0,0,1000,127,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,176,0,0,0,0,14,0,33,0,5,49,0,0,0,13,3,53563,0,0,5,0,0,943,3,0,1,16,0,0,0,0,0,0,0,0,4799,2,0,0,0,10,186,0,0,0,0,5,0,802,53,0,0,7,5,52,0,0,65,3144,0,6,0,0,2,0,0,0,0,0,11,0,87,22,1374,0,0,0,1,26,0,0,0,1,5,3
Netherlands,NLD,0,2,55,13,42,152,0,26,3422,0,1381,92616,4627,0,64,22,3,6,0,68095,2,15,25,8,32,111,25,4738,271,12,121,34,2,24,136859,9,11,5,3,407,1,398,0,1296,5,25,134,151,1063,119,2,13,1904,0,2,718,44,194,47,3,13,0,37,31,0,35,65,17517,23,108,6,13,0,110516,69,4,1354,2,2,45,2,82,45,5,1,37,10,0,836,4,21,27,12,11,1643,17598,76,29,230,0,6,3,0,7,241,0,2,0,3,34,95,30,27,0,2279,0,194,8,125,414,0,21,1,0,13,0,49,0,62,89,0,53,0,0,4,575,8,536,3,2,0,4996,105,22123,84,386,3458,0,0,5,2587,293,19,0,74,741,11,543,76,367,660,241,41,96,0,14,1,0,6,0,0,124,47,0,1067,64,20,255,5,308,6,23,29499,11393,0,13,4006,7,3067,13310,83,0,0,19,125,0,452,0,32,366,23,4945,0,0,2,87,0,171,24334,115731,52,0,12,2411,5,8,15,0,60,1105,1243
Netherlands Antilles,ANT,0,0,0,0,0,2,8,31,0,0,54,10,0,0,10,0,0,10,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,2,61,0,3,0,0,5,0,31,0,1,0,0,45,0,0,49,0,0,22,0,10,363,4,0,0,0,0,0,0,0,0,0,161,732,6,0,0,0,0,0,0,0,0,0,1,1117,0,4,0,0,144,13,3,0,10,2,0,0,0,0,60,0,27,0,0,0,15,0,0,0,0,0,0,0,0,70,6,0,0,0,24,0,9,0,13,0,0,0,0,0,31,0,0,0,0,0,0,33,0,93,0,35,0,59,0,0,20623,0,0,9,2,0,2,0,0,0,21,0,0,0,19,0,3,0,0,0,7,86,0,0,0,0,0,0,0,0,0,0,0,0,49,38,0,0,0,0,0,0,495,1599,0,2,7,3,132,0,0,0,0,2,0,0,0,0,0,55,0,0,0,11,0,0,0,0,18572,45,5,0,0,0,0,820,5,0,0,784,15
New Caledonia,NCL,0,0,0,2,0,2,0,0,0,0,0,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,82,9,6806,2,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,55,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,2,0,2,0,0,8,0,0,0,0,1,0,0,0,0,0,0,5,16,0,0,0,0,0,4,0,0,0,0,0,21,0,10,0,0,0,0,2,24,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,156,0,0,118,0,0,0,0,215,0,470,0
New Zealand,NZL,0,0,0,114,0,4,0,2,0,0,3,174094,140,0,17,0,42,0,0,54,0,0,2,9,0,9,0,22,11,1,0,0,0,0,0,0,6,0,0,1,20,13,0,390,5,1490,7,0,58,12,34,1,238,0,0,9,1,15,3,0,4,0,11,13,10,1440,101,352,0,10,8,4,0,95,0,2,286,0,0,4,12,2,1,0,0,0,0,303,0,35,102,63,0,0,467,10,18,158,4,0,7,19,5,31,11,0,0,0,0,0,0,0,0,0,18,17,5,1,9,190,0,0,0,21,0,0,0,0,0,155,0,25,0,0,0,1,67,0,27,30,1036,5,119,0,5,2,5,201,559,8,229,3,227,0,0,3260,0,86,180,17,13,4,3,0,0,28,3,2,1067,0,0,2,0,0,87,18,1,117,0,18,172,7,1745,0,0,0,0,2,277,16,1,0,0,2,646,13,2,68,53,6,2,5,0,0,23,0,0,32,29470,15132,2,0,150,24,2,0,0,15,13,470,317
Nicaragua,NIC,0,0,0,0,0,0,0,3,1,0,3,61,2,0,4,0,0,0,0,37,53,0,12,0,10,0,0,602,0,16,0,0,0,6,3603,0,132,0,1,116,0,290,0,14,0,0,28054,0,12,71,3,0,12,0,0,250,14,0,1874,0,0,0,0,0,0,1,9,40,0,0,0,0,0,21,0,0,3,2,0,1,0,2167,6,0,20,2,5700,0,73,0,0,0,0,0,5,11,78,3,0,0,54,0,0,1,0,0,0,0,0,2,23,0,0,0,1,0,0,0,0,3,0,0,0,0,2,0,0,0,2367,0,0,2,0,0,0,0,0,1,0,0,0,10,1,4,0,4,63,0,0,0,12,0,0,0,3013,0,11,10,0,5,0,14,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,3,0,0,3,138,0,7,0,0,16,112,0,0,0,8,2,0,4,0,0,21,0,0,0,0,0,0,0,0,433,49468,17,0,0,1968,0,7,0,0,0,4,0
Niger,NER,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,4,0,0,106,0,19978,0,0,0,0,0,2,0,5,6706,0,0,1290,493,190,0,10,2366,0,0,0,0,588,2,0,0,34591,0,1,6,0,2,7,0,2,0,44,0,0,14,0,161,0,0,0,0,2750,0,0,101,3,0,19,3438,0,3,0,0,8,0,0,147,4,0,0,0,0,31,0,137,0,0,0,0,102,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,4071,0,0,5,101,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,99837,0,0,0,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,0,0,0,156,0,0,0,0,24,0,0,0,232,0,0,4,18,0,0,0,5,0,0,17324,0,0,0,1,0,0,0,0,8,0,0,83,3055,0,0,0,1,0,0,0,0,0,2,2
